PLAN_ID,CREDITOS,MEDIA,CURSO_INICIO,NOTA_PAU_FISICA,NOTA_PAU_MATEMATICAS II,NOTA_PAU_CALIFICACION,PLAN_DESC,NOTA_FUNDAMENTOS DE PROGRAMACIÓN,NOTA_ONDAS ELECTROMAGNÉTICAS,NOTA_SISTEMAS Y CIRCUITOS,NOTA_TEORÍA DE LA COMUNICACIÓN,MATRICS_HASTA_PRESENTARSE_1RA_VEZ_FUNDAMENTOS DE PROGRAMACIÓN,MATRICS_HASTA_PRESENTARSE_1RA_VEZ_ONDAS ELECTROMAGNÉTICAS,MATRICS_HASTA_PRESENTARSE_1RA_VEZ_SISTEMAS Y CIRCUITOS,MATRICS_HASTA_PRESENTARSE_1RA_VEZ_TEORÍA DE LA COMUNICACIÓN,MATRICS_TOTALES_FUNDAMENTOS DE PROGRAMACIÓN,MATRICS_TOTALES_ONDAS ELECTROMAGNÉTICAS,MATRICS_TOTALES_SISTEMAS Y CIRCUITOS,MATRICS_TOTALES_TEORÍA DE LA COMUNICACIÓN,CONVOCS_HASTA_PRESENTARSE_1RA_VEZ_FUNDAMENTOS DE PROGRAMACIÓN,CONVOCS_HASTA_PRESENTARSE_1RA_VEZ_ONDAS ELECTROMAGNÉTICAS,CONVOCS_HASTA_PRESENTARSE_1RA_VEZ_SISTEMAS Y CIRCUITOS,CONVOCS_HASTA_PRESENTARSE_1RA_VEZ_TEORÍA DE LA COMUNICACIÓN,CONVOCS_TOTALES_FUNDAMENTOS DE PROGRAMACIÓN,CONVOCS_TOTALES_ONDAS ELECTROMAGNÉTICAS,CONVOCS_TOTALES_SISTEMAS Y CIRCUITOS,CONVOCS_TOTALES_TEORÍA DE LA COMUNICACIÓN
5051,222.0,7.039864864864865,2011-12,9.8,8.75,7.69,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),9.0,7.0,5.1,7.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,6.0,1.0,4.0
5051,169.5,6.65929203539823,2011-12,,9.05,6.27,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),8.2,,5.4,5.0,1.0,,1.0,4.0,1.0,,1.0,4.0,2.0,,2.0,10.0,2.0,,2.0,10.0
5051,162.0,6.177777777777777,2011-12,1.5,3.25,6.13,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),7.7,6.4,5.1,5.8,1.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,4.0,4.0,2.0,7.0,4.0,7.0
5051,150.0,6.5680000000000005,2011-12,2.8,1.0,,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),7.3,5.0,,,1.0,2.0,,,1.0,3.0,,,1.0,6.0,,,1.0,9.0,,
5051,202.0,6.767574257425743,2011-12,7.1,2.0,6.4,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),7.5,6.3,5.7,5.2,2.0,3.0,2.0,1.0,2.0,4.0,2.0,1.0,4.0,8.0,3.0,2.0,4.0,10.0,3.0,2.0
5051,168.0,8.185714285714287,2011-12,6.1,7.8,5.78,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),10.0,6.1,,,1.0,2.0,,,1.0,2.0,,,1.0,4.0,,,1.0,4.0,,
5051,143.0,6.817482517482517,2011-12,1.3,6.0,6.15,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),9.8,5.0,5.0,,2.0,1.0,1.0,,2.0,3.0,2.0,,4.0,2.0,1.0,,4.0,7.0,5.0,
5051,120.0,6.211250000000001,2012-13,3.2,5.3,5.91,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),5.0,,5.6,,1.0,,1.0,,1.0,,1.0,,2.0,,2.0,,2.0,,2.0,
5051,215.0,6.575348837209303,2012-13,9.2,4.33,7.98,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),8.4,,5.1,5.7,1.0,,1.0,4.0,2.0,,1.0,4.0,3.0,,2.0,8.0,4.0,,2.0,8.0
5051,210.0,8.170714285714284,2012-13,,,7.26,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),7.7,6.4,7.7,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5051,210.0,7.37,2012-13,7.4,4.0,7.75,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),10.0,5.8,7.1,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
5051,216.0,7.479166666666667,2012-13,7.9,3.25,7.46,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),10.0,5.5,8.5,5.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5051,234.0,7.907051282051282,2012-13,7.8,4.25,7.97,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),10.0,7.0,6.3,7.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,7.0,1.0,1.0
5051,198.0,6.51060606060606,2012-13,6.6,5.25,6.45,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),6.4,6.4,6.6,5.6,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,4.0,4.0,1.0,4.0
5051,138.0,6.665217391304347,2012-13,2.0,2.5,5.97,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),8.0,,5.0,,4.0,,5.0,,5.0,,5.0,,12.0,,14.0,,13.0,,14.0,
5051,228.0,7.0855263157894735,2012-13,7.8,9.0,6.86,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),8.2,5.6,8.1,6.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0
5051,228.0,7.815789473684211,2012-13,6.28,6.53,8.6,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),10.0,5.5,5.9,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5051,206.0,6.695631067961165,2012-13,,,6.2,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),6.4,6.2,5.3,5.4,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,5.0,4.0,6.0,1.0,5.0
5051,186.0,6.669354838709677,2012-13,8.3,,7.88,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),6.6,7.0,7.3,5.8,1.0,3.0,1.0,4.0,1.0,3.0,1.0,4.0,3.0,8.0,2.0,9.0,3.0,8.0,2.0,9.0
5051,186.0,7.593548387096774,2012-13,3.2,4.35,6.46,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),5.0,5.4,5.5,6.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0
5051,227.0,6.975770925110132,2012-13,9.5,7.25,7.35,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),6.7,5.8,7.7,5.9,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0
5051,184.5,6.801626016260162,2012-13,,6.5,5.59,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),5.0,5.1,5.7,5.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0
5051,150.0,7.115,2012-13,2.3,8.1,6.12,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),9.3,5.1,5.2,,3.0,2.0,3.0,,3.0,2.0,3.0,,7.0,6.0,8.0,,7.0,6.0,8.0,
5051,168.0,7.233035714285715,2012-13,4.2,9.1,7.66,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),7.0,5.4,,5.1,1.0,1.0,,1.0,1.0,2.0,,1.0,1.0,3.0,,2.0,1.0,4.0,,2.0
5051,168.0,7.200892857142857,2012-13,3.8,7.0,6.25,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,7.0,,5.7,,2.0,,1.0,,2.0,,3.0,,5.0,,2.0,,5.0,,7.0
5051,192.0,8.163281249999999,2012-13,7.65,3.25,6.83,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,6.2,6.1,7.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,3.0,1.0,1.0,,3.0,1.0,1.0
5051,138.0,7.378260869565218,2012-13,5.0,9.15,7.3,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,5.0,,5.6,,2.0,,1.0,,3.0,,1.0,,6.0,,1.0,,9.0,,1.0
5051,120.0,7.29,2012-13,4.8,10.0,7.49,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,6.0,6.0,,,2.0,1.0,,,2.0,1.0,,,6.0,1.0,,,6.0,1.0,
5051,127.0,7.174409448818897,2012-13,2.2,3.0,5.51,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),5.0,5.0,5.4,5.0,1.0,2.0,1.0,4.0,1.0,3.0,1.0,5.0,1.0,4.0,1.0,9.0,1.0,9.0,1.0,13.0
5051,126.0,7.517857142857143,2012-13,2.8,4.5,6.19,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,,,6.6,,,,1.0,,,,1.0,,,,1.0,,,,1.0
5051,156.0,7.7682692307692305,2012-13,8.2,6.8,7.87,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,6.3,,6.4,,4.0,,2.0,,4.0,,2.0,,10.0,,5.0,,10.0,,5.0
5051,150.0,6.356999999999999,2012-13,6.7,5.5,6.0,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),6.0,5.0,,5.0,1.0,1.0,,1.0,2.0,5.0,,5.0,1.0,1.0,,1.0,5.0,14.0,,13.0
5051,126.0,6.688095238095238,2012-13,,9.0,7.63,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,,5.2,5.0,,,1.0,1.0,,,2.0,2.0,,,1.0,2.0,,,5.0,4.0
5051,167.5,6.7032835820895516,2012-13,3.1,2.5,5.81,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),10.0,5.1,7.6,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,13.0
5051,210.0,6.631428571428571,2013-14,4.7,5.3,6.66,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),9.5,6.0,5.3,6.1,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,5.0,4.0,4.0,3.0,5.0,4.0,6.0
5051,192.0,6.57890625,2013-14,2.7,8.25,6.34,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),6.0,5.0,5.4,5.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,3.0,3.0,2.0,2.0,4.0,5.0,2.0,9.0,7.0
5051,168.0,6.739285714285715,2013-14,7.7,7.9,7.65,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),5.5,,5.1,5.2,1.0,,1.0,1.0,1.0,,1.0,1.0,2.0,,1.0,1.0,2.0,,1.0,1.0
5051,234.0,8.482051282051282,2013-14,9.4,7.2,8.3,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),8.0,7.0,7.3,7.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5051,196.5,6.672519083969466,2013-14,,5.5,7.86,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),7.0,5.0,7.0,5.5,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,8.0,4.0,7.0
5051,234.0,7.961538461538462,2013-14,7.1,10.0,7.97,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),8.0,7.0,5.8,7.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5051,208.5,6.666187050359713,2013-14,7.6,2.35,6.52,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),7.1,5.3,5.9,5.3,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,7.0,3.0,6.0
5051,210.0,6.5757142857142865,2013-14,6.8,6.3,8.06,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),9.0,5.9,5.0,5.9,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,7.0,2.0,6.0,3.0,7.0,2.0,6.0
5051,234.0,7.716666666666667,2013-14,7.2,6.6,7.53,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),6.0,6.3,5.1,6.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
5051,162.0,7.804629629629629,2013-14,7.0,6.45,7.61,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),9.0,5.0,,5.0,1.0,1.0,,1.0,1.0,1.0,,3.0,1.0,2.0,,2.0,1.0,2.0,,7.0
5051,160.5,7.201869158878505,2013-14,9.9,8.75,8.95,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),5.0,,5.1,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,
5051,178.5,6.583193277310924,2013-14,6.4,5.95,5.62,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),9.2,5.0,5.1,7.2,1.0,2.0,3.0,2.0,1.0,2.0,3.0,4.0,1.0,6.0,8.0,5.0,1.0,6.0,8.0,9.0
5051,220.0,6.852045454545455,2013-14,,8.85,7.14,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),8.2,6.0,5.9,5.7,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,5.0,2.0,4.0
5051,210.0,6.904285714285714,2013-14,,5.0,6.72,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),5.0,5.0,5.0,5.6,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,4.0,1.0,1.0,8.0,6.0,1.0
5051,154.5,7.515533980582525,2013-14,,7.5,6.38,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),6.0,,,,1.0,,,,1.0,,,,3.0,,,,3.0,,,
5051,169.5,6.794690265486726,2013-14,2.9,5.25,5.33,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),7.0,5.0,5.2,,1.0,1.0,1.0,,1.0,1.0,2.0,,1.0,3.0,1.0,,1.0,3.0,5.0,
5051,126.0,6.417857142857143,2013-14,5.3,5.0,5.34,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),5.1,5.3,5.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,10.0,2.0,3.0
5051,144.0,7.8656250000000005,2013-14,,9.75,7.28,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,,,7.7,,,,1.0,,,,1.0,,,,1.0,,,,1.0
5051,129.5,6.667567567567567,2013-14,5.4,3.3,5.4,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,5.0,,5.3,,2.0,,1.0,,3.0,,3.0,,5.0,,1.0,,9.0,,6.0
5051,121.5,6.676543209876543,2013-14,2.8,6.0,5.31,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,6.2,,5.2,,1.0,,1.0,,2.0,,2.0,,1.0,,2.0,,4.0,,5.0
5051,210.0,7.057857142857143,2014-15,7.5,4.75,,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),8.7,5.0,5.0,6.1,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,8.0,2.0,3.0
5051,221.0,7.416742081447963,2014-15,3.73,4.5,7.3,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),8.1,5.3,5.2,7.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5051,194.0,6.859793814432989,2014-15,7.0,5.0,7.88,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),9.4,5.5,5.0,6.3,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,4.0,2.0,1.0,5.0,4.0,4.0
5051,210.5,6.916389548693587,2014-15,7.1,,6.54,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),6.2,5.8,7.1,5.9,1.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,4.0,2.0,6.0,1.0,7.0,5.0,6.0
5051,204.0,7.141911764705883,2014-15,4.3,3.75,6.96,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),7.6,6.5,5.7,7.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
5051,174.0,6.605172413793103,2014-15,6.35,5.0,7.09,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),10.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,9.0,2.0,11.0
5051,202.5,6.713333333333334,2014-15,4.0,3.38,6.54,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),7.0,6.1,5.6,6.3,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,5.0,3.0,4.0
5051,151.5,6.366336633663367,2014-15,6.0,1.75,5.57,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),5.4,5.0,5.0,,1.0,1.0,1.0,,1.0,2.0,2.0,,1.0,3.0,1.0,,1.0,5.0,3.0,
5051,228.0,7.078947368421052,2014-15,3.0,6.35,6.63,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),6.0,7.0,5.6,5.8,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0
5051,234.0,7.763461538461539,2014-15,6.75,8.25,8.86,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),10.0,7.2,6.0,6.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0
5051,198.0,7.73939393939394,2014-15,9.5,10.0,9.74,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),9.5,,8.7,7.4,1.0,,4.0,1.0,1.0,,4.0,1.0,1.0,,11.0,1.0,1.0,,11.0,1.0
5051,222.0,8.272297297297298,2014-15,3.7,9.0,8.87,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),10.0,5.5,5.0,7.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5051,204.0,6.836029411764706,2014-15,3.45,4.63,6.96,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),7.8,6.4,6.2,5.7,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,3.0
5051,198.0,6.293939393939394,2014-15,5.9,,5.6,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),6.1,5.8,5.4,5.6,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0
5051,183.0,6.832786885245902,2014-15,4.0,8.5,8.34,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),7.5,5.0,5.0,5.7,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,5.0,1.0,1.0,4.0,6.0,1.0
5051,142.5,6.193684210526316,2014-15,4.5,3.5,5.81,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),5.1,5.0,5.9,,1.0,3.0,1.0,,1.0,3.0,2.0,,1.0,9.0,1.0,,1.0,9.0,3.0,
5051,186.0,6.657258064516129,2014-15,,,5.93,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),5.0,5.6,5.5,7.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,6.0,2.0,3.0,6.0,6.0,4.0
5051,206.0,6.690048543689321,2014-15,3.45,3.63,6.19,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),7.3,5.5,5.2,6.3,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,4.0,1.0,4.0,3.0,6.0
5051,156.0,6.872115384615384,2014-15,6.4,6.75,6.9,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,6.1,,5.6,,1.0,,1.0,,1.0,,2.0,,2.0,,1.0,,2.0,,4.0
5051,142.5,6.265263157894736,2014-15,5.65,4.25,6.2,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),5.3,,5.3,,1.0,,2.0,,3.0,,3.0,,2.0,,5.0,,7.0,,8.0,
5051,126.0,7.848809523809523,2014-15,5.1,1.63,6.59,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,5.2,,,,2.0,,,,2.0,,,,5.0,,,,5.0,,
5051,186.0,6.549193548387097,2014-15,7.05,6.0,5.67,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),7.5,5.0,5.3,5.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,6.0,2.0,8.0,2.0,8.0,4.0,8.0,2.0
5051,162.0,6.553703703703704,2014-15,,1.75,5.53,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,5.8,5.5,,,1.0,1.0,,,1.0,2.0,,,1.0,2.0,,,1.0,4.0,
5051,222.0,7.736486486486487,2015-16,,9.15,8.94,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),8.4,6.2,5.6,9.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0
5051,217.5,7.1689655172413795,2015-16,6.3,7.5,7.31,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),8.0,7.1,5.9,8.1,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,5.0,2.0,3.0
5051,214.0,7.1850467289719635,2015-16,5.1,8.65,7.85,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),7.4,5.7,5.0,7.4,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,4.0,2.0,5.0
5051,244.0,8.34467213114754,2015-16,8.5,9.9,8.2,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),9.0,7.0,7.7,7.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5051,234.0,6.707692307692307,2015-16,5.4,7.25,7.12,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),5.2,5.2,5.0,6.2,1.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,7.0,3.0,3.0,3.0,7.0
5051,211.5,6.670212765957447,2015-16,,2.85,6.27,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),7.8,5.0,5.4,5.9,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
5051,228.0,7.050657894736842,2015-16,8.4,,8.94,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),5.0,6.2,6.2,5.7,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0
5051,234.0,7.5211538461538465,2015-16,5.0,7.25,7.95,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),7.9,6.0,5.1,6.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0
5051,228.0,7.209868421052631,2015-16,2.9,6.35,6.55,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),9.0,5.2,6.0,7.6,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,1.0,4.0,5.0,4.0,4.0
5051,234.0,7.533974358974359,2015-16,7.4,9.25,8.95,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),6.4,7.0,6.6,5.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
5051,216.0,7.1715277777777775,2015-16,3.9,3.38,6.61,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),7.6,6.0,5.4,7.2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,4.0,6.0,5.0,3.0
5051,216.0,7.105555555555555,2015-16,4.48,5.0,5.94,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),8.5,5.6,7.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0
5051,157.5,6.809523809523809,2015-16,2.7,6.75,6.1,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,5.1,5.5,7.5,,2.0,1.0,3.0,,2.0,1.0,3.0,,5.0,2.0,7.0,,5.0,2.0,7.0
5051,144.0,6.961458333333334,2015-16,7.3,5.08,6.5,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,5.0,,5.0,,3.0,,1.0,,3.0,,2.0,,9.0,,2.0,,9.0,,5.0
5051,151.5,7.190099009900989,2015-16,6.4,6.25,7.58,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,5.8,,6.7,,4.0,,2.0,,4.0,,2.0,,10.0,,4.0,,10.0,,4.0
5051,142.5,7.303859649122806,2015-16,4.8,4.3,6.94,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,5.6,,6.4,,3.0,,2.0,,3.0,,2.0,,9.0,,4.0,,9.0,,4.0
5051,142.5,7.009473684210526,2015-16,3.7,6.25,6.75,GRADO EN INGENIERÍA TELEMÁTICA (BOE 20-04-2011),,5.6,,5.0,,1.0,,2.0,,1.0,,3.0,,3.0,,3.0,,3.0,,6.0
